seq,dim,t_measured_ms
44899,5970,2.624665386974812
44899,6263,2.7402788400650024
44899,6572,2.890130504965782
44899,6758,2.966577187180519
44899,6849,3.015665337443352
44899,7060,3.093869425356388
44899,7295,3.196556121110916
44899,7571,3.3197198063135147
44899,7778,3.407142125070095
44899,8066,3.527842462062836
44899,8213,3.6565111950039855
44899,8466,3.781083039939404
44899,8690,3.874938003718853
44899,8906,3.9685023948550224
44899,9085,4.041812382638454
44899,9225,4.111315123736858
44899,9649,4.266415722668171
44899,9881,4.3769413605332375
44899,10105,4.451402463018894
44899,10712,4.7343699261546135
44899,11022,4.881982691586018
44899,11336,5.008764564990997
44899,11498,5.073722451925278
44899,11672,5.126136355102062
44899,12273,5.5077578872442245
44899,12377,5.58103621006012
44899,12664,5.681161768734455
44899,12996,5.775718949735165
44899,13216,5.823333747684956
44899,13700,6.103518418967724
44899,13978,6.249690428376198
44899,14182,6.352151744067669
44899,14524,6.482900120317936
44899,14609,6.540914997458458
44899,14924,6.6379038617014885
44899,15104,6.627376191318035
44899,15245,6.785515695810318
44899,15467,6.889321841299534
44899,15686,7.07651674747467
44899,15977,7.148162461817265
44899,16111,7.165218703448772
44899,16299,7.165154442191124
45172,856,0.4324046894907951
45172,1024,0.4959218204021454
45172,1428,0.6749257445335388
45172,1535,0.717485323548317
45172,1615,0.7527479901909828
45172,1897,0.8706962689757347
45172,2149,0.978502444922924
45172,2245,1.0189488530158997
45172,2312,1.0470449924468994
45172,2409,1.087491400539875
45172,2818,1.25980656594038
45172,3086,1.376410946249962
45172,3272,1.4540422707796097
45172,3767,1.670067198574543
45172,4096,1.8061278387904167
45172,4385,1.9380291923880577
45172,4519,2.003626897931099
45172,4858,2.151399850845337
45172,5313,2.3491866886615758
45172,5577,2.4643829092383385
45172,5970,2.637178637087345
45172,6263,2.76546273380518
45172,6572,2.89841927587986
45172,6758,2.9798252508044243
45172,6849,3.0312156304717064
45172,7060,3.1096776947379112
45172,7295,3.208523616194725
45172,7571,3.3384719863533974
45172,7778,3.4383414313197136
45172,8066,3.5480018705129623
45172,8213,3.678815439343453
45172,8466,3.8128914311528206
45172,8690,3.910391591489315
45172,8906,3.999127075076103
45172,9085,4.058548249304295
45172,9225,4.124659113585949
45172,9649,4.30702231824398
45172,9881,4.404651001095772
45172,10105,4.484137520194054
45172,10712,4.752579145133495
45172,11022,4.9094390124082565
45172,11336,5.071866326034069
45172,11498,5.127127282321453
45172,11672,5.152055993676186
45172,12273,5.526541732251644
45172,12377,5.617771297693253
45172,12664,5.6560104712843895
45172,12996,5.769352428615093
45172,13216,5.823078565299511
45172,13700,6.11740630120039
45172,13978,6.234235130250454
45172,14182,6.353143602609634
45172,14524,6.524116732180119
45172,14609,6.548019126057625
45172,14924,6.636880338191986
45172,15104,6.6578080877661705
45172,15245,6.890986114740372
45172,15467,6.9253528490662575
45172,15686,7.0470767095685005
45172,15977,7.1547869592905045
45172,16111,7.18905683606863
45172,16299,7.20668863505125
45202,819,0.4215883091092109
45202,918,0.455828383564949
45202,1428,0.6735185161232948
45202,1551,0.7281731814146042
45202,1664,0.7701870054006577
45202,1994,0.9114639833569528
45202,2167,0.985926017165184
45202,2268,1.029093749821186
45202,2377,1.0751402005553246
45202,2431,1.099843531847
45202,2841,1.275871880352497
45202,3226,1.445113681256771
45202,3728,1.6597332432866096
45202,3978,1.772753894329071
45202,4302,1.9180616363883016
45202,4425,1.967436634004116
45202,4614,2.054089680314064
45202,5224,2.319171093404293
45202,5449,2.4142079055309296
45202,5874,2.5982987135648727
45202,6124,2.7098162099719048
45202,6490,2.8723077848553658
45202,6650,2.9419055208563805
45202,6811,3.0060959979891777
45202,6968,3.0782539397478104
45202,7081,3.1240126118063927
45202,7429,3.274761140346527
45202,7686,3.384263254702091
45202,7917,3.491779789328575
45202,8165,3.657182678580284
45202,8387,3.781436011195183
45202,8611,3.875546157360077
45202,8878,3.9797043427824974
45202,8979,4.030037671327591
45202,9164,4.097490571439266
45202,9393,4.204081371426582
45202,9731,4.332749173045158
45202,10011,4.447946324944496
45202,10325,4.607493989169598
45202,10958,4.891933873295784
45202,11035,4.925500601530075
45202,11380,5.043162032961845
45202,11541,5.11804036796093
45202,11930,5.4131364449858665
45202,12318,5.520653910934925
45202,12577,5.719496868550777
45202,12908,5.814245902001858
45202,13061,5.910530686378479
45202,13639,6.165020167827606
45202,13846,6.182492710649967
45202,14068,6.297593005001545
45202,14235,6.457430310547352
45202,14554,6.617393344640732
45202,14750,6.63310382515192
45202,14970,6.711503490805626
45202,15135,6.823980249464512
45202,15348,6.839467212557793
45202,15597,7.110820151865482
45202,15865,7.165025919675827
45202,16047,7.263840176165104
45202,16222,7.1982406079769135
45224,128,0.0926386564970016
45224,133,0.0946847721934318
45224,165,0.1151328906416893
45224,256,0.1562507823109626
45224,293,0.1784907653927803
45224,435,0.2425862476229667
45224,452,0.2453364431858062
45224,502,0.2687294036149978
45224,562,0.2956399694085121
45224,745,0.3727581351995468
45224,819,0.4048207774758339
45224,870,0.42702816426754
45224,1024,0.4863552749156952
45224,1467,0.6874054670333862
45224,1585,0.7380284368991852
45224,1798,0.8277213200926781
45224,1998,0.9117834270000458
45224,2174,0.9894771501421928
45224,2304,1.0394277051091194
45224,2388,1.0789474472403526
45224,2605,1.1731842532753944
45224,3064,1.372859813272953
45224,3235,1.4478974044322968
45224,3758,1.6778428107500076
45224,4052,1.794705167412758
45224,4347,1.9299332052469251
45224,4482,1.9924594089388847
45224,4780,2.123432233929634
45224,5310,2.3500826209783554
45224,5453,2.417312003672123
45224,5894,2.6073232293128967
45224,6236,2.7533024549484253
45224,6519,2.881492488086224
45224,6747,2.9794415459036827
45224,6817,3.0108634382486343
